login_frequency,session_duration,login_hour
3.9565027714339376,27.539095807346886,13.818429939473855
5.127095751800322,22.381060724374063,13.457030097160352
5.6903205504258505,22.07789279046773,15.41325378570343
5.527017639539064,27.279321437614826,12.986417787563704
7.102930940654794,28.763700518062993,9.897427265798942
4.373236709613936,32.836300137624704,12.046897488818452
2.6194853308169406,34.607395775438064,11.448348562908912
7.147767188812013,31.08262071525244,13.906270122972122
6.787376501892191,32.68366484395262,14.045622189980527
5.2575767667506055,28.121162795972758,12.745643760473232
5.495282456164907,32.980682670647965,17.704497279443046
7.104385065095172,35.23751838001396,15.465236691219726
6.509337699789422,28.942471093800236,9.870929431904617
4.887882915890425,29.010255803964696,15.495079668774645
7.133793252637329,30.535729485377313,13.15998695243298
3.413402187853287,33.63949778515767,13.27335553496368
4.093296361863722,28.318270938601003,10.530769470297956
3.9878590089211663,31.95477950668657,12.760828403325277
6.333897094432327,24.80473350535771,15.692724559590314
3.66381030079131,31.572106788596585,14.828095606977465
6.648621969206969,32.36342722347963,13.460219667789811
3.3044533994555634,36.01195079850555,15.871839062259527
4.694501545790054,30.356707081592187,16.06130150746249
2.875189862703276,33.269016840766405,14.988852273148753
9.225590804926288,30.07284701845224,16.689237036133832
5.37117523694086,25.87980948670564,14.103980197157217
4.875945469495594,29.563578319895615,10.000240381129919
6.053921644765707,28.176205271150973,16.851615522924817
3.6237606551669668,34.07884133592004,13.170336313549356
4.087405903937114,28.3804027951482,13.020243936047915
6.241984231004251,29.478032190422066,15.81291908286622
7.1148222737719315,31.59759292972158,12.986337648410505
5.017502943302579,28.515742908169468,14.513790685846827
5.3355889834459145,31.180448648490298,11.115795076061524
5.099157214980793,31.720254977250853,12.383018565841006
5.113818470696464,27.95748943264244,17.777972076607877
7.794159273449732,28.65245736069887,13.530181328771166
1.371695876079118,30.20988535412834,14.525142216057947
5.139127450478796,30.95622691775047,14.600091853015849
4.268484229500167,35.85024766568017,16.430247183459052
